,id_num,key_1,key_2,key_3
0,1951685745,23,25,8008
1,2072194994,205,4,203490
2,461863758,369,1,18
3,920095729,279,9,203490
4,2004950046,29,27,497420
5,942294362,57,4,12376
6,128196153,76,8,11440
7,92150630,92,1,28
8,1702255625,34,2,43758
9,31018289,118,1,16
